annot,gene,celltype,annot_new
3,Ash1l,Th1,3
2,Pygl,Th1,2
3,Ifngr1,Th1,3
3,Emr1,Th1,3
3,Elac1,Th1,3
1,Snrpd2,Th1,1
2,Id2,Th1,2
3,Snn,Th1,3
3,Rccd1,Th1,3
2,Mipep,Th1,2
3,Pecam1,Th1,3
2,Cuedc1,Th1,2
3,Pde7a,Th1,3
2,Dab2ip,Th1,2
2,Fkbp2,Th1,2
1,Serpina3g,Th1,1
2,Upp1,Th1,2
1,Ran,Th1,1
1,1300001I01Rik,Th1,1
2,Cdca3,Th1,2
2,Srp54,Th1,2
1,AK122525,Th1,1
3,Tlr6,Th1,3
2,Gnpda1,Th1,2
3,D12Ertd551e,Th1,3
2,Espl1,Th1,2
1,Prdx1,Th1,1
2,Mxi1,Th1,2
2,Glrx3,Th1,2
2,Fkbp11,Th1,2
3,Actn2,Th1,3
2,Cdt1,Th1,2
3,Txndc13,Th1,3
1,Usp54,Th1,1
2,Rxra,Th1,2
2,Tceal8,Th1,2
3,Gmfg,Th1,3
2,Hsd17b7,Th1,2
3,AI662250,Th1,3
3,Tmem42,Th1,3
2,Prdm16,Th1,2
1,Polr3e,Th1,1
2,St3gal4,Th1,2
1,Ttc19,Th1,1
3,Selplg,Th1,3
3,4933439C20Rik,Th1,3
1,Mrpl54,Th1,1
1,Ndufa12,Th1,1
3,Pkn1,Th1,3
2,Hspa2,Th1,2
2,Snx25,Th1,2
1,Mettl1,Th1,1
3,Akna,Th1,3
3,Cd55,Th1,3
1,Adarb1,Th1,1
1,Mrps18a,Th1,1
3,Anp32a,Th1,3
3,Cdipt,Th1,3
3,Arhgdib,Th1,3
2,5430432M24Rik,Th1,2
1,Pip5k1b,Th1,1
2,H2afx,Th1,2
2,Suv39h1,Th1,2
3,Rasgrp2,Th1,3
2,Arfgap3,Th1,2
1,Atf3,Th1,1
3,Clec2i,Th1,3
2,Slc16a3,Th1,2
1,Mybbp1a,Th1,1
2,Kcnk10,Th1,2
3,2510002D24Rik,Th1,3
1,Ndor1,Th1,1
2,Eno2,Th1,2
2,1700029G01Rik,Th1,2
2,Vapa,Th1,2
3,Rab3ip,Th1,3
3,Numa1,Th1,3
1,Rg9mtd2,Th1,1
3,Apobec1,Th1,3
1,Mettl3,Th1,1
1,Tgif2,Th1,1
1,Nap1l1,Th1,1
3,Uros,Th1,3
3,Mbd1,Th1,3
2,Hist1h2ai,Th1,2
1,1110007M04Rik,Th1,1
3,Arrb2,Th1,3
1,Uxt,Th1,1
3,BC029214,Th1,3
1,Mdh2,Th1,1
3,Hist2h2aa2,Th1,3
1,Frmd6,Th1,1
3,Rmnd1,Th1,3
2,Spint2,Th1,2
3,Sp100,Th1,3
2,Spp1,Th1,2
2,Chek1,Th1,2
3,Atg4d,Th1,3
3,Angel2,Th1,3
2,Ap2s1,Th1,2
2,1700027N10Rik,Th1,2
3,Fbxo33,Th1,3
1,Dusp2,Th1,1
2,Slc35d3,Th1,2
2,Dek,Th1,2
2,Smc3,Th1,2
2,Hist1h3e,Th1,2
2,Ckap5,Th1,2
2,Idh1,Th1,2
2,Anln,Th1,2
1,Ccl1,Th1,1
1,Cd3eap,Th1,1
2,Prim2,Th1,2
2,Grhpr,Th1,2
3,S100a8,Th1,3
3,Ctso,Th1,3
2,Dock6,Th1,2
2,Rnf26,Th1,2
2,Creb3l2,Th1,2
2,Uhrf1bp1,Th1,2
3,EG245297,Th1,3
2,Bhlhb2,Th1,2
1,Xpot,Th1,1
1,Utp15,Th1,1
3,Ugcg,Th1,3
1,Gars,Th1,1
3,Mxra8,Th1,3
2,Tpd52,Th1,2
2,1110005A23Rik,Th1,2
3,Srf,Th1,3
2,Ralb,Th1,2
1,Fcf1,Th1,1
2,Srp72,Th1,2
1,Exosc1,Th1,1
3,Map2k6,Th1,3
2,Nupr1,Th1,2
2,Birc5,Th1,2
3,Arid3b,Th1,3
1,Bcl2l1,Th1,1
3,Lrrc1,Th1,3
3,BC021381,Th1,3
1,3110082I17Rik,Th1,1
3,Entpd5,Th1,3
2,Chtf18,Th1,2
3,Nr1d2,Th1,3
1,E2f5,Th1,1
3,Frat1,Th1,3
2,Asns,Th1,2
2,Ndufb2,Th1,2
2,Stxbp1,Th1,2
3,Fcrla,Th1,3
3,Cecr5,Th1,3
3,Cox7a2l,Th1,3
2,Hist1h2bn,Th1,2
1,Il10,Th1,1
3,2610020H08Rik,Th1,3
3,Ppp1r9b,Th1,3
2,Ezh2,Th1,2
1,Ptges3,Th1,1
1,Erh,Th1,1
3,B230339M05Rik,Th1,3
2,Pkn3,Th1,2
1,Fbxl10,Th1,1
3,Tnfrsf14,Th1,3
2,Tnfrsf9,Th1,2
2,2310056P07Rik,Th1,2
2,Il4,Th1,2
2,Stra6,Th1,2
1,Eif3s10,Th1,1
1,Mllt1,Th1,1
1,Ahi1,Th1,1
3,Tnfaip8l2,Th1,3
2,1700019D03Rik,Th1,2
2,Kif24,Th1,2
2,Gpt2,Th1,2
2,Asf1b,Th1,2
3,Arrdc1,Th1,3
2,Parp12,Th1,2
2,6720463M24Rik,Th1,2
2,Plscr1,Th1,2
2,Phf11,Th1,2
1,Abce1,Th1,1
2,Arbp,Th1,2
1,Cse1l,Th1,1
3,Ssbp3,Th1,3
3,Dguok,Th1,3
1,Akr1b3,Th1,1
1,Orai1,Th1,1
2,Fkbp1a,Th1,2
2,Cd70,Th1,2
3,Rpa1,Th1,3
3,Cpne4,Th1,3
1,Gbp2,Th1,1
3,BC050811,Th1,3
1,Hnrpll,Th1,1
3,Smap2,Th1,3
1,Pdap1,Th1,1
1,Shq1,Th1,1
2,Kntc1,Th1,2
2,Uap1l1,Th1,2
3,BC038156,Th1,3
2,Mad2l1,Th1,2
3,Zfand3,Th1,3
3,Cdo1,Th1,3
3,F2rl1,Th1,3
1,Pop7,Th1,1
2,Hist1h4d,Th1,2
2,Prkar1b,Th1,2
2,Nrm,Th1,2
2,Bex4,Th1,2
2,Lama5,Th1,2
1,Hnrpd,Th1,1
1,Bola3,Th1,1
3,St6gal1,Th1,3
1,Rnf219,Th1,1
1,Rars,Th1,1
1,Psmd14,Th1,1
1,BC020002,Th1,1
1,Tnfsf8,Th1,1
1,Rab8b,Th1,1
2,Hectd2,Th1,2
1,Dscr2,Th1,1
2,Ptpn9,Th1,2
3,B230380D07Rik,Th1,3
1,Nup160,Th1,1
3,Rab19,Th1,3
1,Ppp5c,Th1,1
3,Hist4h4,Th1,3
1,Nudt19,Th1,1
3,Axin2,Th1,3
3,Prdm2,Th1,3
3,Armc3,Th1,3
2,Phf10,Th1,2
3,Ccdc88c,Th1,3
3,Adamts10,Th1,3
1,Dnajc15,Th1,1
3,Metapl1,Th1,3
2,Usp1,Th1,2
3,Spic,Th1,3
1,Icam1,Th1,1
1,Tomm70a,Th1,1
3,Ahdc1,Th1,3
2,Rdbp,Th1,2
3,Ntrk3,Th1,3
3,Ankrd12,Th1,3
1,Mrps12,Th1,1
2,Acadsb,Th1,2
1,Fjx1,Th1,1
3,D030074E01Rik,Th1,3
2,Ndrg2,Th1,2
3,Akap8l,Th1,3
1,Nola2,Th1,1
2,H1fx,Th1,2
2,Tmem121,Th1,2
3,Sort1,Th1,3
2,6430571L13Rik,Th1,2
2,Sdc4,Th1,2
3,Ccbl1,Th1,3
3,Rab3d,Th1,3
1,Pwp2,Th1,1
3,Ars2,Th1,3
3,Sema4f,Th1,3
3,Mycbp2,Th1,3
3,Rnf213,Th1,3
3,Edg6,Th1,3
3,Mll3,Th1,3
3,Wbp7,Th1,3
2,Gtse1,Th1,2
2,LOC626578,Th1,2
2,Thap4,Th1,2
2,Blmh,Th1,2
2,Nusap1,Th1,2
2,Ddit3,Th1,2
1,Stip1,Th1,1
3,Golga5,Th1,3
1,Heatr1,Th1,1
1,Nol8,Th1,1
3,Gstp1,Th1,3
3,Rapgef1,Th1,3
3,Chd7,Th1,3
2,Pla2g12a,Th1,2
1,BC026590,Th1,1
3,Foxk1,Th1,3
1,Ppan,Th1,1
2,Ch25h,Th1,2
3,Prkcbp1,Th1,3
1,Ide,Th1,1
2,D10Bwg1379e,Th1,2
3,Hcst,Th1,3
3,Pcgf1,Th1,3
1,Acy1,Th1,1
1,Armc6,Th1,1
1,Cd82,Th1,1
1,Msi2,Th1,1
2,Gnb2l1,Th1,2
1,Hus1,Th1,1
3,Ctsw,Th1,3
1,Bxdc1,Th1,1
3,Oma1,Th1,3
3,Dapl1,Th1,3
3,Eif4g2,Th1,3
3,D16H22S680E,Th1,3
3,Ski,Th1,3
2,Tlr7,Th1,2
2,Mtmr3,Th1,2
1,Cd160,Th1,1
3,Socs3,Th1,3
1,Ripk4,Th1,1
3,Dscr1l2,Th1,3
2,Vars,Th1,2
3,Ccnd2,Th1,3
1,2610029G23Rik,Th1,1
1,Mat2a,Th1,1
1,C130032J12Rik,Th1,1
1,Exosc2,Th1,1
2,Hap1,Th1,2
2,Foxm1,Th1,2
2,Usp18,Th1,2
2,Sgol1,Th1,2
2,Slc39a6,Th1,2
3,Ampd3,Th1,3
3,Lancl1,Th1,3
3,Ly9,Th1,3
3,Slc14a1,Th1,3
1,Rpl7l1,Th1,1
2,Slc39a8,Th1,2
1,Ifrd1,Th1,1
2,Smox,Th1,2
3,Il7r,Th1,3
1,Trub1,Th1,1
2,Nckap1,Th1,2
1,Polr2h,Th1,1
3,Atxn7l1,Th1,3
2,Ccna2,Th1,2
3,Crlf3,Th1,3
2,Copg2,Th1,2
2,Snrpa,Th1,2
2,Dtl,Th1,2
3,Eef2,Th1,3
3,Cd8b1,Th1,3
2,Zbp1,Th1,2
3,Vim,Th1,3
3,Usp52,Th1,3
2,Ly6a,Th1,2
3,Susd3,Th1,3
3,BC094916,Th1,3
2,Cenpn,Th1,2
3,Sh3kbp1,Th1,3
1,Guk1,Th1,1
3,Trpv2,Th1,3
1,Pou2af1,Th1,1
2,Gbp3,Th1,2
2,Snx3,Th1,2
2,Aldoa,Th1,2
2,Slc35d2,Th1,2
3,AI646023,Th1,3
2,Il21,Th1,2
2,Tmem180,Th1,2
3,Lgmn,Th1,3
2,Ccl5,Th1,2
2,Gja1,Th1,2
2,LOC667250,Th1,2
2,Angptl4,Th1,2
3,Itpr1,Th1,3
2,Ecm1,Th1,2
2,Paip2,Th1,2
2,Ufsp2,Th1,2
2,6430706D22Rik,Th1,2
3,Zdhhc14,Th1,3
2,Skp2,Th1,2
3,Gga3,Th1,3
2,Guca1a,Th1,2
3,Sppl3,Th1,3
2,Sec61b,Th1,2
1,Nhlrc1,Th1,1
3,Hsd3b2,Th1,3
1,Nr6a1,Th1,1
3,LOC56628,Th1,3
3,5730419I09Rik,Th1,3
3,Pnpla7,Th1,3
2,Dnalc1,Th1,2
2,Dynlt3,Th1,2
3,Atp8b4,Th1,3
2,Prickle3,Th1,2
2,Hist1h3a,Th1,2
2,2310007D09Rik,Th1,2
2,Ankrd37,Th1,2
3,Pank4,Th1,3
3,Tmed1,Th1,3
1,Mrps10,Th1,1
1,Pold2,Th1,1
1,Fasl,Th1,1
2,Rnpep,Th1,2
2,Ghitm,Th1,2
2,7530404M11Rik,Th1,2
2,Itgb5,Th1,2
3,Rgs10,Th1,3
2,Hist1h4b,Th1,2
1,Ccdc116,Th1,1
2,Mov10,Th1,2
1,Slamf1,Th1,1
2,Adssl1,Th1,2
1,Thoc3,Th1,1
2,Fzr1,Th1,2
1,Tnfrsf12a,Th1,1
3,Nuak2,Th1,3
2,Batf3,Th1,2
2,Mcm2,Th1,2
3,Vamp8,Th1,3
3,Cfp,Th1,3
2,Wdr76,Th1,2
3,BC030476,Th1,3
3,Impact,Th1,3
1,Maged1,Th1,1
2,Itga7,Th1,2
3,Plp1,Th1,3
3,Bclaf1,Th1,3
2,4632417K18Rik,Th1,2
2,Traf6,Th1,2
2,Fbxw17,Th1,2
2,Kif2c,Th1,2
1,Usp16,Th1,1
2,Gnat1,Th1,2
2,Nampt,Th1,2
2,Hdgf,Th1,2
2,AI847670,Th1,2
3,Idua,Th1,3
2,Plek,Th1,2
1,Marcks,Th1,1
2,Cdca2,Th1,2
3,Smc6,Th1,3
3,Alkbh4,Th1,3
1,Tcfe3,Th1,1
3,Lck,Th1,3
3,Hdac5,Th1,3
2,Anxa9,Th1,2
3,Csnrp2,Th1,3
2,Nts,Th1,2
2,Pard6a,Th1,2
2,Cacnb3,Th1,2
3,Zzef1,Th1,3
3,Sox4,Th1,3
2,2900010M23Rik,Th1,2
3,Pik3r3,Th1,3
2,Foxq1,Th1,2
2,Rnaseh2b,Th1,2
3,Gramd1a,Th1,3
1,Eif3b,Th1,1
2,Fancd2,Th1,2
2,Kpna3,Th1,2
3,Pde4a,Th1,3
2,Cdk6,Th1,2
2,Cobll1,Th1,2
1,Jtv1,Th1,1
3,Tomm34,Th1,3
3,H2-M3,Th1,3
1,Ranbp1,Th1,1
1,Mrpl22,Th1,1
1,Tusc2,Th1,1
3,Ddhd1,Th1,3
3,Lyzs,Th1,3
2,Matk,Th1,2
3,Hexb,Th1,3
2,Casp1,Th1,2
3,Clip1,Th1,3
3,Pias3,Th1,3
3,Gsdmdc1,Th1,3
3,Gpr146,Th1,3
2,BC030867,Th1,2
1,2410015N17Rik,Th1,1
1,Sf3a1,Th1,1
3,Sdf4,Th1,3
2,Cmtm7,Th1,2
3,Llgl2,Th1,3
1,ENSMUSG00000068790,Th1,1
2,Bub3,Th1,2
1,Oprs1,Th1,1
1,2810441K11Rik,Th1,1
2,S100a13,Th1,2
3,Rin3,Th1,3
1,Eprs,Th1,1
3,Cd7,Th1,3
2,Inppl1,Th1,2
3,Bach1,Th1,3
3,Epm2aip1,Th1,3
2,Tnfrsf10b,Th1,2
3,Faim3,Th1,3
2,Ddt,Th1,2
1,Wdr77,Th1,1
3,Rab37,Th1,3
1,Masp2,Th1,1
2,Vdac2,Th1,2
2,Prdx4,Th1,2
2,Grn,Th1,2
2,Spc25,Th1,2
1,Josd1,Th1,1
2,Luzp1,Th1,2
1,Rsl1d1,Th1,1
3,Hba-a1,Th1,3
2,B9d1,Th1,2
1,Ppa1,Th1,1
3,Abca7,Th1,3
2,Tnfrsf4,Th1,2
2,Cdc6,Th1,2
1,Npw,Th1,1
2,Chaf1a,Th1,2
3,Prkdc,Th1,3
3,BC008155,Th1,3
3,9130404D08Rik,Th1,3
3,Tmod4,Th1,3
1,Sln,Th1,1
2,1700066B19Rik,Th1,2
3,5033414D02Rik,Th1,3
3,A430078G23Rik,Th1,3
1,Stk40,Th1,1
3,AI413582,Th1,3
3,Hp1bp3,Th1,3
3,Iqgap2,Th1,3
2,Nedd1,Th1,2
3,Zfp12,Th1,3
2,Zwilch,Th1,2
2,Egfl7,Th1,2
3,Cd79b,Th1,3
3,Sfrs5,Th1,3
1,Ube2m,Th1,1
1,Chst2,Th1,1
1,Tnfrsf19,Th1,1
1,Aven,Th1,1
2,Sypl,Th1,2
3,Ubac2,Th1,3
1,Ube2f,Th1,1
3,Zfp260,Th1,3
1,Pdcd1lg2,Th1,1
3,Ikzf1,Th1,3
2,Zfp473,Th1,2
3,Timp2,Th1,3
3,EG218444,Th1,3
3,Rnf32,Th1,3
2,Brip1,Th1,2
3,App,Th1,3
3,Sec22c,Th1,3
2,P2ry1,Th1,2
2,Dsn1,Th1,2
1,Nme1,Th1,1
2,Ebi3,Th1,2
3,0610037L13Rik,Th1,3
3,Dnajc6,Th1,3
3,Gns,Th1,3
2,Tyms,Th1,2
2,Mvd,Th1,2
2,Bst2,Th1,2
3,Mitd1,Th1,3
2,Irs2,Th1,2
2,Plk2,Th1,2
3,9630058J23Rik,Th1,3
1,Map2k3,Th1,1
2,Ptprk,Th1,2
3,Slc16a5,Th1,3
2,Tmem205,Th1,2
2,Unc93b1,Th1,2
2,Pxmp4,Th1,2
1,Bxdc2,Th1,1
1,Pole3,Th1,1
2,Ppil1,Th1,2
2,Pigz,Th1,2
3,Pip4k2b,Th1,3
1,Nat10,Th1,1
3,BC038822,Th1,3
3,2310005E10Rik,Th1,3
3,Cyp4f18,Th1,3
2,Ccr5,Th1,2
1,Tpst1,Th1,1
1,Nol7,Th1,1
2,Rbm14,Th1,2
1,Zfp597,Th1,1
1,Txnrd3,Th1,1
2,Smc2,Th1,2
3,Slc40a1,Th1,3
3,ORF28,Th1,3
3,Fbxo9,Th1,3
2,Katnb1,Th1,2
3,Ppp3ca,Th1,3
1,Mrps18b,Th1,1
3,Ctse,Th1,3
2,Acvr2b,Th1,2
3,Grina,Th1,3
3,A130090K04Rik,Th1,3
1,Hsp90ab1,Th1,1
2,Mdfic,Th1,2
2,Spag5,Th1,2
3,Smyd3,Th1,3
2,Ccnb1,Th1,2
3,Tpcn2,Th1,3
3,Gcap14,Th1,3
1,Nol1,Th1,1
3,Napg,Th1,3
3,Lasp1,Th1,3
1,Pdlim5,Th1,1
3,Rnf123,Th1,3
1,Mrps31,Th1,1
3,Slc44a2,Th1,3
2,Pcdhgb4,Th1,2
1,Farsb,Th1,1
2,Osbpl3,Th1,2
3,Ablim1,Th1,3
3,Tmem108,Th1,3
3,1110057K04Rik,Th1,3
1,Eya3,Th1,1
1,Rhoq,Th1,1
1,Prmt7,Th1,1
3,D10Ertd641e,Th1,3
1,Idi2,Th1,1
3,Cyp4f16,Th1,3
3,Iigp2,Th1,3
2,Nenf,Th1,2
1,Dld,Th1,1
2,2700094K13Rik,Th1,2
2,Kdelr2,Th1,2
1,Cd44,Th1,1
3,Fktn,Th1,3
3,D11Wsu99e,Th1,3
2,Hist1h2bm,Th1,2
1,Ehd1,Th1,1
1,Spag4,Th1,1
1,Mrpl47,Th1,1
2,0610011F06Rik,Th1,2
3,Mphosph9,Th1,3
2,Psat1,Th1,2
1,Pomt2,Th1,1
3,Bin3,Th1,3
3,Dhx57,Th1,3
2,Mfsd10,Th1,2
2,Epn2,Th1,2
3,Prkd2,Th1,3
2,Crip2,Th1,2
3,D8Ertd82e,Th1,3
3,Nipbl,Th1,3
2,Rapgef5,Th1,2
1,Homer1,Th1,1
3,Acrbp,Th1,3
3,Gnai2,Th1,3
1,Spin2,Th1,1
2,Gnas,Th1,2
2,Trip10,Th1,2
2,LOC329575,Th1,2
3,Dock11,Th1,3
1,Timm9,Th1,1
3,Akap12,Th1,3
2,Mcm4,Th1,2
2,Tpmt,Th1,2
2,Gtf2e2,Th1,2
2,Pparg,Th1,2
1,Gch1,Th1,1
2,Stab1,Th1,2
1,BC003885,Th1,1
3,Dhrs7,Th1,3
2,Tbc1d19,Th1,2
1,Nudcd3,Th1,1
2,Mcm7,Th1,2
1,Polr3g,Th1,1
3,Abhd8,Th1,3
2,Cdc25c,Th1,2
1,Rrp15,Th1,1
1,Amigo3,Th1,1
2,Aars,Th1,2
1,Ccno,Th1,1
2,Igf2bp3,Th1,2
3,Rdm1,Th1,3
1,Mrpl34,Th1,1
2,Fgl2,Th1,2
2,Ddc,Th1,2
2,Aldh2,Th1,2
2,Zfp41,Th1,2
3,Unc13d,Th1,3
3,Sept6,Th1,3
3,Pex6,Th1,3
3,Cyp2d22,Th1,3
1,V1rd6,Th1,1
2,Fhl2,Th1,2
2,Fanci,Th1,2
3,Itga6,Th1,3
3,Neu1,Th1,3
1,Nhp2l1,Th1,1
1,Timm17a,Th1,1
3,Ddx6,Th1,3
3,Tec,Th1,3
3,Iqce,Th1,3
2,Gstt3,Th1,2
1,Mfsd2,Th1,1
1,Hes5,Th1,1
1,Wars,Th1,1
1,Gpr68,Th1,1
1,Traf4,Th1,1
3,Rltpr,Th1,3
2,Slc35b2,Th1,2
3,D3Ertd751e,Th1,3
1,Sfmbt1,Th1,1
2,Timd2,Th1,2
1,Nhedc2,Th1,1
1,Ccdc41,Th1,1
2,Kif11,Th1,2
2,Camta1,Th1,2
3,Tbc1d1,Th1,3
3,Pstpip1,Th1,3
2,Itga3,Th1,2
2,Ccne1,Th1,2
1,Pkib,Th1,1
2,Gpr171,Th1,2
3,Clk2,Th1,3
2,Cd81,Th1,2
1,Rbm19,Th1,1
3,Krtcap3,Th1,3
1,Glrx5,Th1,1
3,Tnrc6c,Th1,3
3,6330416G13Rik,Th1,3
1,Prpf38a,Th1,1
2,Alg6,Th1,2
3,Ttc5,Th1,3
2,Psmb9,Th1,2
3,Mboat1,Th1,3
2,Atxn1,Th1,2
2,Icos,Th1,2
3,Slc26a6,Th1,3
2,Ckap2l,Th1,2
2,Arl3,Th1,2
2,Rshl2a,Th1,2
3,Rapgef4,Th1,3
3,4921505C17Rik,Th1,3
2,Rai14,Th1,2
3,Cd84,Th1,3
3,Zfp213,Th1,3
1,Klf16,Th1,1
2,Slc39a4,Th1,2
1,Supv3l1,Th1,1
1,Pcbp1,Th1,1
1,Polr2f,Th1,1
3,Armc8,Th1,3
2,Cdc25b,Th1,2
3,Mterf,Th1,3
1,Ruvbl2,Th1,1
1,Rel,Th1,1
3,Mdk,Th1,3
2,Clec2e,Th1,2
3,AI450540,Th1,3
1,Gypc,Th1,1
3,Amigo2,Th1,3
1,Fastkd1,Th1,1
3,Anxa5,Th1,3
2,Sertad3,Th1,2
2,Fnip1,Th1,2
3,Rbak,Th1,3
2,Tfdp2,Th1,2
3,Senp7,Th1,3
1,2810004N23Rik,Th1,1
1,Tnfsf11,Th1,1
3,Slc38a9,Th1,3
1,AK122209,Th1,1
3,Mpp1,Th1,3
3,Ube2b,Th1,3
2,Flot1,Th1,2
1,Thyn1,Th1,1
2,Gstt2,Th1,2
2,Ube2c,Th1,2
2,Csnk1d,Th1,2
1,Crtam,Th1,1
3,Ddx58,Th1,3
1,BC025546,Th1,1
3,Golga1,Th1,3
1,Narg1,Th1,1
2,Zkscan17,Th1,2
1,2410002F23Rik,Th1,1
3,Rmnd5b,Th1,3
2,Serpinf1,Th1,2
3,Cd1d1,Th1,3
3,March2,Th1,3
2,EG240327,Th1,2
3,Flot2,Th1,3
2,Fbxo2,Th1,2
2,Alad,Th1,2
1,Eif2b1,Th1,1
1,Neto2,Th1,1
1,Yipf2,Th1,1
1,Zc3hc1,Th1,1
2,Ergic1,Th1,2
3,Lrch1,Th1,3
3,Hist2h2be,Th1,3
2,Idh2,Th1,2
1,C1qbp,Th1,1
2,Myl4,Th1,2
3,Skap1,Th1,3
1,Clcnkb,Th1,1
3,Nod1,Th1,3
3,Acpp,Th1,3
2,Apitd1,Th1,2
3,Nedd9,Th1,3
1,Hnrpab,Th1,1
2,Vhlh,Th1,2
3,Midn,Th1,3
2,Rnf208,Th1,2
3,Atp2a3,Th1,3
1,Sdccag3,Th1,1
1,Cdc2l1,Th1,1
3,Sgpp1,Th1,3
2,Hist1h3f,Th1,2
3,6430510M02Rik,Th1,3
3,2610207I05Rik,Th1,3
3,Lyrm5,Th1,3
2,Il3ra,Th1,2
3,Sqrdl,Th1,3
2,Tube1,Th1,2
3,P2rx7,Th1,3
3,Fxyd5,Th1,3
2,Gnaq,Th1,2
3,Ctdsp2,Th1,3
3,Sfrs6,Th1,3
3,Ciita,Th1,3
2,Slc25a17,Th1,2
1,Prep,Th1,1
3,Npff,Th1,3
3,Sit1,Th1,3
3,Smpd1,Th1,3
2,Dclk2,Th1,2
3,Zfand6,Th1,3
3,Abtb1,Th1,3
3,Wwc2,Th1,3
1,Rps27l,Th1,1
3,Car15,Th1,3
1,Strbp,Th1,1
1,Gfer,Th1,1
2,Pml,Th1,2
3,Arid1b,Th1,3
1,Nsun2,Th1,1
2,Ccdc99,Th1,2
1,Prmt6,Th1,1
1,Mrpl50,Th1,1
3,Mll1,Th1,3
3,Papss1,Th1,3
1,Hspe1,Th1,1
2,3000004C01Rik,Th1,2
2,Prm1,Th1,2
1,Ndufb6,Th1,1
1,Sssca1,Th1,1
3,Gpx2,Th1,3
1,Eftud1,Th1,1
3,Fhod1,Th1,3
3,Ctns,Th1,3
1,1110007L15Rik,Th1,1
2,Mrpl18,Th1,2
3,March1,Th1,3
2,P4hb,Th1,2
2,Zscan12,Th1,2
3,Fbln1,Th1,3
3,Zc3h7a,Th1,3
2,Wdr34,Th1,2
2,Casp3,Th1,2
1,Pfdn4,Th1,1
2,EG433182,Th1,2
3,Zfp75,Th1,3
3,1110038D17Rik,Th1,3
2,Peci,Th1,2
3,Rapgef6,Th1,3
3,Mbnl2,Th1,3
3,Fbxo18,Th1,3
2,Tbc1d7,Th1,2
3,Lef1,Th1,3
3,Nsg2,Th1,3
3,Ddx26b,Th1,3
3,0610007C21Rik,Th1,3
1,Dot1l,Th1,1
3,Rbl2,Th1,3
3,Bcas3,Th1,3
1,Mrpl15,Th1,1
2,Flywch2,Th1,2
3,Polg,Th1,3
3,Arglu1,Th1,3
2,Cox7a2,Th1,2
1,Akap1,Th1,1
3,H2-Q8,Th1,3
3,Npal1,Th1,3
2,Egln3,Th1,2
1,Rnps1,Th1,1
1,Tars,Th1,1
1,Cct3,Th1,1
1,N6amt2,Th1,1
3,Casp8,Th1,3
3,Gpr18,Th1,3
1,Fcer2a,Th1,1
1,Smn1,Th1,1
1,Slc25a39,Th1,1
1,Ccl3,Th1,1
3,Gripap1,Th1,3
2,Lonrf3,Th1,2
3,Klk1,Th1,3
1,Pebp1,Th1,1
2,Rpa3,Th1,2
2,Epsti1,Th1,2
3,Man2a2,Th1,3
1,Bcap29,Th1,1
2,Cox11,Th1,2
3,1700021C14Rik,Th1,3
3,Il16,Th1,3
1,Jak2,Th1,1
2,Rtp4,Th1,2
1,Cad,Th1,1
2,Bard1,Th1,2
1,Ncdn,Th1,1
1,Mreg,Th1,1
2,D14Ertd668e,Th1,2
1,Gtf3c4,Th1,1
3,Specc1l,Th1,3
1,Nek8,Th1,1
1,Srprb,Th1,1
1,Deadc1,Th1,1
2,Pmm1,Th1,2
3,Phkg2,Th1,3
3,Cdkn1b,Th1,3
2,Tsen34,Th1,2
3,Mbp,Th1,3
3,1700027J05Rik,Th1,3
3,2210009G21Rik,Th1,3
3,Snx20,Th1,3
1,Hyal2,Th1,1
3,Slpi,Th1,3
2,Scye1,Th1,2
1,Hs3st3b1,Th1,1
3,Cd97,Th1,3
1,Sept11,Th1,1
1,Mpp6,Th1,1
3,BC067047,Th1,3
3,Glipr1,Th1,3
3,E4f1,Th1,3
3,Cd86,Th1,3
3,Ankrd23,Th1,3
2,Ifng,Th1,2
3,Rps6ka5,Th1,3
2,1700025G04Rik,Th1,2
3,Msn,Th1,3
3,Arl5c,Th1,3
1,Zfp771,Th1,1
3,6720456H20Rik,Th1,3
2,Asb2,Th1,2
3,Mid1,Th1,3
3,Pnrc2,Th1,3
3,Mapk14,Th1,3
1,Ciapin1,Th1,1
1,Eif1a,Th1,1
2,Serf1,Th1,2
3,Siglecg,Th1,3
3,Vcam1,Th1,3
1,Faim,Th1,1
2,Fip1l1,Th1,2
2,Rhobtb1,Th1,2
3,Plekha1,Th1,3
3,Slc25a36,Th1,3
1,Snx9,Th1,1
2,Psmb8,Th1,2
2,Kif20b,Th1,2
2,Ube2e2,Th1,2
3,Dctn1,Th1,3
3,Ddx5,Th1,3
1,Nudc,Th1,1
2,Pbk,Th1,2
3,5830405N20Rik,Th1,3
2,Pdia5,Th1,2
2,Stc2,Th1,2
2,Psmc3ip,Th1,2
3,1190002H23Rik,Th1,3
2,5133400G04Rik,Th1,2
2,Lta,Th1,2
3,Fbxl11,Th1,3
2,Sfxn1,Th1,2
2,4930534B04Rik,Th1,2
1,Mars,Th1,1
2,Med9,Th1,2
3,Inpp4b,Th1,3
1,Psme3,Th1,1
3,Mecp2,Th1,3
3,Art2b,Th1,3
1,Surf2,Th1,1
2,1500031L02Rik,Th1,2
3,Il17ra,Th1,3
3,Ncf4,Th1,3
3,9430015G10Rik,Th1,3
3,Pdlim4,Th1,3
2,Zfp367,Th1,2
1,Ddx39,Th1,1
3,Oxr1,Th1,3
1,Prickle4,Th1,1
